FOLIO_INT,h0302,h0303,h0402,entidad1,desc_ent1,municipio1,desc_mun1,ponde_f,estrato
2022_19032023_02,2,31, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1251,4123932743",2
2022_19032023_03,1,14, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1058,08648688474",2
2022_19032023_04,2,9, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1231,80910213917",2
2022_19032023_05,1,13, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1058,08648688474",2
2022_19032024_01,1,50, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"974,355602189948",2
2022_19032024_02,2,44, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1251,4123932743",2
2022_19032024_03,2,11, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1372,36052294033",2
2022_19032025_01,1,34, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1466,95562502874",2
2022_19032025_02,2,33,46,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1251,4123932743",2
2022_19032025_03,1,12, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1058,08648688474",2
2022_19032025_04,1,11, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1058,08648688474",2
2022_19032025_05,1,9, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1496,05279060242",2
2022_19032028_01,1,77, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1410,4308367365",2
2022_19032029_01,2,71, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1386,58605312078",2
2022_19032030_01,1,67, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1410,4308367365",2
2022_19032030_02,2,65, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1386,58605312078",2
2022_19032031_01,1,53, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1410,4308367365",2
2022_19032031_02,2,51, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1386,58605312078",2
2022_19032031_03,2,24, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1811,48507278168",2
2022_19032031_04,1,18, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1531,63568381217",2
2022_19032032_01,1,41, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"2123,49520546119",2
2022_19032032_02,2,29, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1811,48507278168",2
2022_19032032_03,2,76, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1386,58605312078",2
2022_19032032_04,1,10, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1531,63568381217",2
2022_19032032_05,1,0, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"2072,58963955145",2
2022_19032034_01,2,47, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"958,487080435951",2
2022_19032034_02,1,19, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1058,75362842754",2
2022_19032034_03,1,14, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1058,75362842754",2
2022_19032035_01,1,56,17,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"974,969949984519",2
2022_19032035_02,2,49,16,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"958,487080435951",2
2022_19032035_03,2,21, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1252,20143009226",2
2022_19032036_01,1,49, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"974,969949984519",2
2022_19032036_02,2,54, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"958,487080435951",2
2022_19032036_03,1,26, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1467,88056552372",2
2022_19032036_04,2,23, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1252,20143009226",2
2022_19032037_01,2,59, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"958,487080435951",2
2022_19032037_02,1,19, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1058,75362842754",2
2022_19032038_01,2,51,17,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"958,487080435951",2
2022_19032038_02,1,49, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"974,969949984519",2
2022_19032038_03,1,20, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1467,88056552372",2
2022_19032038_04,2,18, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1373,22581961305",2
2022_19032038_05,1,0,30,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1432,69174537299",2
2022_19032039_01,1,38,2,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1467,88056552372",2
2022_19032039_02,2,29,52,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1252,20143009226",2
2022_19032039_03,2,66, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"958,487080435951",2
2022_19032039_04,2,13, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1373,22581961305",2
2022_19032039_05,2,13, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1373,22581961305",2
2022_19032039_06,2,5, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1232,58577874834",2
2022_19032040_01,1,46, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"974,969949984519",2
2022_19032040_02,2,33, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1252,20143009226",2
2022_19032040_03,1,6,1,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1496,99607735564",2
2022_19032041_01,1,38,1,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1467,88056552372",2
2022_19032041_02,2,34, ,19,19 NUEVO LEÓN,32,032 LAMPAZOS DE NARANJO,"1252,20143009226",2
2022_19039002_01,1,40,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"1875,70814448008",3
2022_19039002_02,1,31, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1875,70814448008",3
2022_19039002_03,2,61,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"1394,19858224976",3
2022_19039003_01,1,69,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1612,9047702496",3
2022_19039003_02,2,68,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1394,19858224976",3
2022_19039006_01,1,55, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1612,9047702496",3
2022_19039006_02,2,53,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"1394,19858224976",3
2022_19039008_01,1,81, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1648,35322673861",3
2022_19039008_02,2,76, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1424,84030933217",3
2022_19039009_01,2,57,40,19,19 NUEVO LEÓN,39,039 MONTERREY,"1424,84030933217",3
2022_19039010_01,1,78, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1648,35322673861",3
2022_19039010_02,2,72, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1424,84030933217",3
2022_19039010_03,2,47, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1424,84030933217",3
2022_19039011_01,1,83,30,19,19 NUEVO LEÓN,39,039 MONTERREY,"1648,35322673861",3
2022_19039011_02,2,79,54,19,19 NUEVO LEÓN,39,039 MONTERREY,"1424,84030933217",3
2022_19039011_03,1,45, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1648,35322673861",3
2022_19039011_04,2,45, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1424,84030933217",3
2022_19039012_01,1,70,30,19,19 NUEVO LEÓN,39,039 MONTERREY,"1648,35322673861",3
2022_19039012_02,1,56, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1648,35322673861",3
2022_19039012_03,1,53, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1648,35322673861",3
2022_19039012_04,2,51, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1424,84030933217",3
2022_19039012_05,2,87, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1424,84030933217",3
2022_19039013_01,1,88, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1648,35322673861",3
2022_19039018_01,1,43, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1973,3128669304",3
2022_19039018_02,2,46, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1466,74737725371",3
2022_19039018_03,1,16, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2059,74338774668",3
2022_19039018_04,1,14, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2059,74338774668",3
2022_19039018_05,2,8, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2507,75500811787",3
2022_19039019_01,1,72,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1696,83420399562",3
2022_19039020_01,1,49,1,19,19 NUEVO LEÓN,39,039 MONTERREY,"1696,83420399562",3
2022_19039020_02,2,50,20,19,19 NUEVO LEÓN,39,039 MONTERREY,"1466,74737725371",3
2022_19039021_01,1,84, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1696,83420399562",3
2022_19039021_02,2,72, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1466,74737725371",3
2022_19039021_03,2,24, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2138,25349207261",3
2022_19039021_04,1,24, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1973,3128669304",3
2022_19039021_05,1,2, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2763,17850718595",3
2022_19039023_01,2,67, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1569,31712391481",3
2022_19039023_02,1,71, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1815,49393854077",3
2022_19039025_01,1,69,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1815,49393854077",3
2022_19039025_02,2,68,57,19,19 NUEVO LEÓN,39,039 MONTERREY,"1569,31712391481",3
2022_19039025_03,1,37, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2111,30677370874",3
2022_19039025_04,1,38, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2111,30677370874",3
2022_19039027_01,1,60,48,19,19 NUEVO LEÓN,39,039 MONTERREY,"1815,49393854077",3
2022_19039027_02,2,61,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1569,31712391481",3
2022_19039027_03,2,31,50,19,19 NUEVO LEÓN,39,039 MONTERREY,"2287,78170830146",3
2022_19039027_04,2,29,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"2287,78170830146",3
2022_19039027_05,2,22, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2287,78170830146",3
2022_19039027_06,1,10,48,19,19 NUEVO LEÓN,39,039 MONTERREY,"2203,7813868898",3
2022_19039027_07,2,5, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2683,12249120303",3
2022_19039028_01,2,77, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1569,31712391481",3
2022_19039028_02,2,37,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2287,78170830146",3
2022_19039028_03,1,40,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2111,30677370874",3
2022_19039029_01,2,81, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1581,22522133204",3
2022_19039033_01,1,57,44,19,19 NUEVO LEÓN,39,039 MONTERREY,"1829,27004430748",3
2022_19039033_02,2,57,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"1581,22522133204",3
2022_19039033_03,2,29, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2305,14156950266",3
2022_19039033_04,1,18,27,19,19 NUEVO LEÓN,39,039 MONTERREY,"2220,50384727812",3
2022_19039034_01,2,54, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1581,22522133204",3
2022_19039034_02,2,18,47,19,19 NUEVO LEÓN,39,039 MONTERREY,"1886,1392450139",3
2022_19039035_01,1,57, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1829,27004430748",3
2022_19039035_02,2,58, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1581,22522133204",3
2022_19039035_03,2,31, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2305,14156950266",3
2022_19039035_04,1,29, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2127,32752971521",3
2022_19039035_05,2,6, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2703,48222826365",3
2022_19039037_01,1,64,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1661,54005255251",3
2022_19039037_02,2,59, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1436,23903180683",3
2022_19039038_01,1,58, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1661,54005255251",3
2022_19039038_02,2,61,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"1436,23903180683",3
2022_19039038_03,1,29, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1932,26795929824",3
2022_19039038_04,1,24, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1932,26795929824",3
2022_19039040_01,2,52,46,19,19 NUEVO LEÓN,39,039 MONTERREY,"1436,23903180683",3
2022_19039040_02,2,29,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"2093,7778194375",3
2022_19039040_03,2,9,2,19,19 NUEVO LEÓN,39,039 MONTERREY,"2455,59370394901",3
2022_19039041_01,1,62, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1661,54005255251",3
2022_19039041_02,2,65,54,19,19 NUEVO LEÓN,39,039 MONTERREY,"1436,23903180683",3
2022_19039042_01,1,56, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1661,54005255251",3
2022_19039044_01,1,64,54,19,19 NUEVO LEÓN,39,039 MONTERREY,"1457,04281531528",3
2022_19039044_02,2,59, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1259,47115096907",3
2022_19039044_03,1,38,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1694,45036430769",3
2022_19039044_04,2,16, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1502,34004223914",3
2022_19039044_05,2,13, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1502,34004223914",3
2022_19039044_06,1,11, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1768,66678986228",3
2022_19039045_01,2,45, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1259,47115096907",3
2022_19039045_02,1,40, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1694,45036430769",3
2022_19039045_03,2,17, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1502,34004223914",3
2022_19039046_01,1,37, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1694,45036430769",3
2022_19039046_02,2,33, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1836,08208781442",3
2022_19039046_03,1,8, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2105,99608876875",3
2022_19039046_04,1,3, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2372,69462263814",3
2022_19039047_01,1,29, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1694,45036430769",3
2022_19039047_02,2,27,20,19,19 NUEVO LEÓN,39,039 MONTERREY,"1836,08208781442",3
2022_19039048_01,1,49, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1457,04281531528",3
2022_19039051_01,1,44, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1748,24243936508",3
2022_19039051_02,1,69, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1503,29814278561",3
2022_19039051_03,2,71, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1299,45436211094",3
2022_19039051_04,2,40, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1894,3704080625",3
2022_19039051_05,1,21, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1748,24243936508",3
2022_19039051_06,1,18, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1824,8149419214",3
2022_19039051_07,1,10, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1824,8149419214",3
2022_19039052_01,1,40,40,19,19 NUEVO LEÓN,39,039 MONTERREY,"1748,24243936508",3
2022_19039052_02,2,48,56,19,19 NUEVO LEÓN,39,039 MONTERREY,"1299,45436211094",3
2022_19039052_03,1,18, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1824,8149419214",3
2022_19039052_04,1,17, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1824,8149419214",3
2022_19039052_05,2,15, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1550,0333769134",3
2022_19039054_01,2,30,57,19,19 NUEVO LEÓN,39,039 MONTERREY,"1894,3704080625",3
2022_19039054_02,1,5, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2172,85310745982",3
2022_19039057_01,1,65,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1246,15503941439",3
2022_19039057_02,2,66,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1077,17927385512",3
2022_19039057_03,1,32, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1449,20096947368",3
2022_19039058_01,2,98,30,19,19 NUEVO LEÓN,39,039 MONTERREY,"1077,17927385512",3
2022_19039058_02,2,66,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1077,17927385512",3
2022_19039058_03,1,37, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1449,20096947368",3
2022_19039058_04,2,33, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1570,33336457812",3
2022_19039058_05,1,35, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1449,20096947368",3
2022_19039058_06,1,12, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1512,67554396116",3
2022_19039060_01,2,38, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1570,33336457812",3
2022_19039060_02,1,52, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1246,15503941439",3
2022_19039061_01,2,71,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"1077,17927385512",3
2022_19039061_02,1,42, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1449,20096947368",3
2022_19039061_03,1,21, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1449,20096947368",3
2022_19039062_01,1,33,38,19,19 NUEVO LEÓN,39,039 MONTERREY,"1449,20096947368",3
2022_19039062_02,2,29, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1570,33336457812",3
2022_19039062_03,2,11, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1284,89608875716",3
2022_19039063_01,2,39, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1570,33336457812",3
2022_19039063_02,1,69, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1246,15503941439",3
2022_19039064_01,2,70,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"934,991609706246",3
2022_19039065_01,2,57, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"934,991609706246",3
2022_19039067_01,2,88, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"934,991609706246",3
2022_19039067_02,2,54, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"934,991609706246",3
2022_19039067_03,2,33, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1363,04936045381",3
2022_19039067_04,1,7, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1563,42499116227",3
2022_19039068_01,1,62, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1081,66257421169",3
2022_19039068_02,2,62, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"934,991609706246",3
2022_19039068_03,1,36, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1257,90644150316",3
2022_19039068_04,1,29, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1257,90644150316",3
2022_19039069_01,2,79, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"934,991609706246",3
2022_19039070_01,1,62,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"1081,66257421169",3
2022_19039070_02,2,60, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"934,991609706246",3
2022_19039070_03,1,30, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1257,90644150316",3
2022_19039070_04,2,28, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1363,04936045381",3
2022_19039070_05,1,19, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1313,00237215828",3
2022_19039070_06,1,7, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1563,42499116227",3
2022_19039074_01,1,71,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"2714,93472639299",3
2022_19039074_02,2,74, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2346,79580360593",3
2022_19039074_03,2,38, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"3421,20558731617",3
2022_19039077_01,2,78,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2346,79580360593",3
2022_19039077_02,2,52, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2346,79580360593",3
2022_19039077_03,2,29,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"3421,20558731617",3
2022_19039080_01,1,59, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2230,96810125337",3
2022_19039080_02,2,57, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1928,45394296313",3
2022_19039080_03,1,37, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2594,47743895544",3
2022_19039080_04,1,35, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2594,47743895544",3
2022_19039080_05,1,30, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2594,47743895544",3
2022_19039081_01,2,65, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1928,45394296313",3
2022_19039081_02,2,63, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1928,45394296313",3
2022_19039081_03,1,25, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2594,47743895544",3
2022_19039082_01,1,47,57,19,19 NUEVO LEÓN,39,039 MONTERREY,"2230,96810125337",3
2022_19039082_02,2,44,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2811,33850435981",3
2022_19039082_03,2,21,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2811,33850435981",3
2022_19039082_04,2,16, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2300,32547859339",3
2022_19039082_05,1,8, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"3224,6204751305",3
2022_19039084_01,2,63,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1928,45394296313",3
2022_19039085_01,1,75, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2230,96810125337",3
2022_19039085_02,2,76, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1928,45394296313",3
2022_19039086_01,1,78, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2836,84320318491",3
2022_19039087_01,1,80,54,19,19 NUEVO LEÓN,39,039 MONTERREY,"2836,84320318491",3
2022_19039087_02,1,43, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"3299,07257947004",3
2022_19039088_01,1,89,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2836,84320318491",3
2022_19039088_02,2,82,54,19,19 NUEVO LEÓN,39,039 MONTERREY,"2452,17377051542",3
2022_19039088_03,2,47, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2452,17377051542",3
2022_19039088_04,1,50, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2836,84320318491",3
2022_19039090_01,2,60, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2452,17377051542",3
2022_19039090_02,2,89,52,19,19 NUEVO LEÓN,39,039 MONTERREY,"2452,17377051542",3
2022_19039090_03,1,28,58,19,19 NUEVO LEÓN,39,039 MONTERREY,"3299,07257947004",3
2022_19039091_01,2,46, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2452,17377051542",3
2022_19039091_02,2,85, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2452,17377051542",3
2022_19039091_03,1,27, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"3299,07257947004",3
2022_19039093_01,1,67,30,19,19 NUEVO LEÓN,39,039 MONTERREY,"2220,63954522905",3
2022_19039093_02,2,64,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1919,52591544942",3
2022_19039093_03,1,36, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2582,46596933065",3
2022_19039096_01,2,29,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2798,32304832111",3
2022_19039096_02,2,27,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2798,32304832111",3
2022_19039096_03,1,21,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2582,46596933065",3
2022_19039098_01,1,69,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"2220,63954522905",3
2022_19039098_02,2,68,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1919,52591544942",3
2022_19039102_01,1,40,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2978,46910852307",3
2022_19039102_02,2,38,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"3227,42636459709",3
2022_19039102_03,2,0,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"3830,41954219786",3
2022_19039104_01,2,41,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"3227,42636459709",3
2022_19039104_02,1,38,15,19,19 NUEVO LEÓN,39,039 MONTERREY,"2978,46910852307",3
2022_19039108_01,2,75, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1200,9835176137",3
2022_19039108_02,2,51, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1200,9835176137",3
2022_19039109_01,2,78,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1200,9835176137",3
2022_19039109_02,2,28, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1750,81765291266",3
2022_19039109_03,1,18, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1686,53300326964",3
2022_19039109_04,2,9, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2053,36820618825",3
2022_19039110_01,2,66,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"1200,9835176137",3
2022_19039111_01,1,47, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1389,38030006063",3
2022_19039111_02,2,49,16,19,19 NUEVO LEÓN,39,039 MONTERREY,"1200,9835176137",3
2022_19039111_03,1,16, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1686,53300326964",3
2022_19039112_01,1,65, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1389,38030006063",3
2022_19039112_02,2,61,17,19,19 NUEVO LEÓN,39,039 MONTERREY,"1200,9835176137",3
2022_19039112_03,1,33, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1615,76305847282",3
2022_19039112_04,2,27, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1750,81765291266",3
2022_19039112_05,1,7, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"2008,19732061676",3
2022_19039113_01,1,52, ,19,19 NUEVO LEÓN,39,039 MONTERREY,"1615,38616220383",3
