FOLIO_INT,h0302,h0303,h0402,entidad1,desc_ent1,municipio1,desc_mun1,ponde_f,estrato
2022_09007048_05,2,13, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4852,52645917924",3
2022_09007048_06,1,9, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4990,15360627121",3
2022_09007048_07,1,7, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4990,15360627121",3
2022_09007049_01,1,56, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3524,88555398085",3
2022_09007049_02,2,53, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3275,69595409895",3
2022_09007050_01,1,30,38,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4823,44047787661",3
2022_09007050_02,2,29, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5071,68211605172",3
2022_09007051_01,1,56,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4045,40209401866",3
2022_09007051_02,2,49, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3759,4148999007",3
2022_09007051_03,2,17, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5569,094485089",3
2022_09007052_01,1,43, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5535,71340423791",3
2022_09007052_02,2,39, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5820,61265203394",3
2022_09007052_03,2,18, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5569,094485089",3
2022_09007052_04,2,10, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5569,094485089",3
2022_09007053_01,1,54, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4045,40209401866",3
2022_09007053_02,2,51,44,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3759,4148999007",3
2022_09007053_03,2,30, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5820,61265203394",3
2022_09007053_04,2,6, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5462,77810117946",3
2022_09007055_01,1,48, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4045,40209401866",3
2022_09007055_02,2,41,16,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5820,61265203394",3
2022_09007055_03,2,24,2,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5820,61265203394",3
2022_09007055_04,2,22,56,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5820,61265203394",3
2022_09007055_05,2,20, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5820,61265203394",3
2022_09007055_06,1,0,28,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"9036,58462298084",3
2022_09007056_01,1,90,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4045,40209401866",3
2022_09007056_02,2,66,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3759,4148999007",3
2022_09007056_03,2,44,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5820,61265203394",3
2022_09007056_04,2,11,2,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5569,094485089",3
2022_09007057_01,1,51, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4045,40209401866",3
2022_09007057_02,2,48, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3759,4148999007",3
2022_09007057_03,1,28, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5535,71340423791",3
2022_09007057_04,2,27, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5820,61265203394",3
2022_09007057_05,1,6,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5727,04490376597",3
2022_09007057_06,1,3, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"9036,58462298084",3
2022_09007058_01,1,79,27,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3923,39765273667",3
2022_09007058_02,2,75, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3646,0354869895",3
2022_09007059_01,1,54, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3923,39765273667",3
2022_09007059_02,2,52, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3646,0354869895",3
2022_09007060_01,2,70, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3646,0354869895",3
2022_09007060_02,1,45, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3923,39765273667",3
2022_09007060_03,1,36, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5368,76297377766",3
2022_09007060_04,2,28, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5645,07000434998",3
2022_09007060_05,2,3, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5450,8525378043",3
2022_09007061_01,2,73, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3646,0354869895",3
2022_09007061_02,1,40, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5368,76297377766",3
2022_09007062_01,1,59,16,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3923,39765273667",3
2022_09007062_02,2,57, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3646,0354869895",3
2022_09007062_03,1,32, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5368,76297377766",3
2022_09007062_04,2,25, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5645,07000434998",3
2022_09007064_01,1,56, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3923,39765273667",3
2022_09007064_02,2,60, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3646,0354869895",3
2022_09007064_03,1,26, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5368,76297377766",3
2022_09007064_04,1,23, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5368,76297377766",3
2022_09007065_01,1,58,16,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3923,39765273667",3
2022_09007065_02,2,48,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3646,0354869895",3
2022_09007065_03,1,25, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5368,76297377766",3
2022_09007065_04,2,23, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5645,07000434998",3
2022_09007065_05,1,17, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4749,47400929938",3
2022_09007065_06,2,6, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5298,02731137113",3
2022_09007065_07,1,4, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"8764,05214477447",3
2022_09007067_01,2,32,48,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5312,43716084424",3
2022_09007067_02,1,11, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4469,61369868277",3
2022_09007067_03,2,10, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5082,87808578041",3
2022_09007067_04,1,7, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5227,0384558159",3
2022_09007068_01,1,83,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3692,21346610517",3
2022_09007068_02,2,53, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3431,19472316804",3
2022_09007069_01,2,42, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5312,43716084424",3
2022_09007069_02,1,16,54,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4469,61369868277",3
2022_09007070_01,1,55,15,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3692,21346610517",3
2022_09007070_02,2,29,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5312,43716084424",3
2022_09007072_01,2,67, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3431,19472316804",3
2022_09007072_02,1,44, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5052,41137978504",3
2022_09007072_03,2,43, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5312,43716084424",3
2022_09007073_01,1,34, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5052,41137978504",3
2022_09007073_02,2,33, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5312,43716084424",3
2022_09007073_03,1,19, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4469,61369868277",3
2022_09007073_04,1,16, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4469,61369868277",3
2022_09007073_05,1,9, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5227,0384558159",3
2022_09007073_06,2,7, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4985,84377986585",3
2022_09007074_01,1,41, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5707,55039162574",3
2022_09007074_02,2,32, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"6001,29334661456",3
2022_09007074_03,1,11, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5049,18216248218",3
2022_09007074_04,2,3, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5794,82008961706",3
2022_09007075_01,2,21, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"6001,29334661456",3
2022_09007075_02,2,3, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5794,82008961706",3
2022_09007075_03,1,2, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"9317,09399268545",3
2022_09007077_01,1,58,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4170,9775452471",3
2022_09007077_02,1,29, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5707,55039162574",3
2022_09007077_03,1,22, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5707,55039162574",3
2022_09007079_01,2,49,53,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3876,11287242313",3
2022_09007079_02,1,25, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5707,55039162574",3
2022_09007080_01,1,57, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4170,9775452471",3
2022_09007080_02,2,59,20,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3876,11287242313",3
2022_09007080_03,1,42, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5707,55039162574",3
2022_09007082_01,1,53,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3542,0608851061",3
2022_09007082_02,2,61,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3291,65708583378",3
2022_09007082_03,1,23, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4846,94313806281",3
2022_09007082_04,1,21, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4846,94313806281",3
2022_09007082_05,2,20, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5096,39435659718",3
2022_09007083_01,2,54, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3291,65708583378",3
2022_09007083_02,1,32, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4846,94313806281",3
2022_09007083_03,2,29,56,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5096,39435659718",3
2022_09007083_04,2,9, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4783,08266681604",3
2022_09007083_05,1,6, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5014,46859160649",3
2022_09007083_06,2,2, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4921,0539622897",3
2022_09007084_01,2,64, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3291,65708583378",3
2022_09007087_01,1,50, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3542,0608851061",3
2022_09007087_02,2,36,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5096,39435659718",3
2022_09007087_03,1,18,2,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4287,84630113467",3
2022_09007087_04,2,16,38,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4876,17084350154",3
2022_09007087_05,2,15, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4876,17084350154",3
2022_09007087_06,1,14, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4287,84630113467",3
2022_09007087_07,2,8, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4783,08266681604",3
2022_09007088_01,1,59, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3542,0608851061",3
2022_09007088_02,2,58, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3291,65708583378",3
2022_09007088_03,2,5, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4783,08266681604",3
2022_09007089_01,2,50,52,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3291,65708583378",3
2022_09007089_02,2,24,2,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5096,39435659718",3
2022_09007089_03,2,22,99,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5096,39435659718",3
2022_09007089_04,1,25,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4846,94313806281",3
2022_09007089_05,1,5, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5014,46859160649",3
2022_09007090_01,2,62, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2686,54520285055",3
2022_09007091_01,1,46, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2890,91677260056",3
2022_09007091_02,2,46, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2686,54520285055",3
2022_09007091_03,1,21, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3955,9199201194",3
2022_09007091_04,1,14, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3499,60296910937",3
2022_09007093_01,1,53,15,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2890,91677260056",3
2022_09007093_02,2,42,15,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4159,51402394719",3
2022_09007093_03,2,9,15,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3903,7990465879",3
2022_09007094_01,1,77,17,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2890,91677260056",3
2022_09007094_02,2,76,17,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2686,54520285055",3
2022_09007095_01,1,64,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2890,91677260056",3
2022_09007095_02,2,56,16,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2686,54520285055",3
2022_09007095_03,2,40, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4159,51402394719",3
2022_09007095_04,1,30,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3955,9199201194",3
2022_09007095_05,2,19, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3979,77463821098",3
2022_09007095_06,1,7, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4092,64883562826",3
2022_09007096_01,1,22, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3955,9199201194",3
2022_09007097_01,2,65,15,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2686,54520285055",3
2022_09007097_02,1,31,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3955,9199201194",3
2022_09007097_03,1,29, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3955,9199201194",3
2022_09007097_04,2,25,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4159,51402394719",3
2022_09007098_01,1,51,15,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3300,47581718798",3
2022_09007098_02,2,51,15,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3067,15072458288",3
2022_09007098_03,2,28,15,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4748,79649853857",3
2022_09007099_01,1,36, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4516,3590162235",3
2022_09007099_02,2,34, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4748,79649853857",3
2022_09007099_03,2,8, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4456,85412687773",3
2022_09007100_01,2,51, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3067,15072458288",3
2022_09007100_02,1,23, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4516,3590162235",3
2022_09007100_03,2,21, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4748,79649853857",3
2022_09007101_01,2,24,2,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4748,79649853857",3
2022_09007101_02,1,22, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4516,3590162235",3
2022_09007102_01,1,60, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3300,47581718798",3
2022_09007106_01,1,86,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2928,3303296377",3
2022_09007106_02,2,82,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2721,31383165797",3
2022_09007107_01,1,70, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2928,3303296377",3
2022_09007107_02,2,71, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2721,31383165797",3
2022_09007107_03,2,39, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4213,34546477478",3
2022_09007107_04,1,8, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4145,61492309782",3
2022_09007108_01,2,49, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2721,31383165797",3
2022_09007109_01,1,53, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2928,3303296377",3
2022_09007109_02,2,46, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2721,31383165797",3
2022_09007109_03,1,26, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4007,11649449626",3
2022_09007109_04,1,15, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3544,89399807744",3
2022_09007110_01,1,48,15,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2928,3303296377",3
2022_09007110_02,2,52, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2721,31383165797",3
2022_09007110_03,1,12,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3544,89399807744",3
2022_09007111_01,2,53, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"2721,31383165797",3
2022_09007111_02,2,26, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4213,34546477478",3
2022_09007112_01,1,29, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4531,19106553786",3
2022_09007112_02,2,26, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4764,39188933837",3
2022_09007112_03,2,9, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4471,49075783628",3
2022_09007112_04,2,7, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4471,49075783628",3
2022_09007113_01,2,87, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3077,22346916279",3
2022_09007115_01,1,76, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3311,31481822965",3
2022_09007115_02,2,71, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3077,22346916279",3
2022_09007115_03,2,48, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3077,22346916279",3
2022_09007115_04,1,51, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3311,31481822965",3
2022_09007116_01,2,70,53,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3077,22346916279",3
2022_09007116_02,1,27, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4531,19106553786",3
2022_09007117_01,1,56,17,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3311,31481822965",3
2022_09007117_02,2,31, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4764,39188933837",3
2022_09007117_03,1,9,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4687,80314385712",3
2022_09007117_04,2,8, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4471,49075783628",3
2022_09007118_01,1,53, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3311,31481822965",3
2022_09007119_01,1,38,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4877,30678974785",3
2022_09007119_02,2,36,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5128,32069422596",3
2022_09007119_03,1,17,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4314,70749340743",3
2022_09007119_04,1,16, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4314,70749340743",3
2022_09007119_05,1,8, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5045,88170567944",3
2022_09007119_06,1,5, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5045,88170567944",3
2022_09007120_01,1,28, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4877,30678974785",3
2022_09007120_02,2,48, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3312,27765561847",3
2022_09007120_03,2,26, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5128,32069422596",3
2022_09007120_04,1,80, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3564,25010827193",3
2022_09007120_05,1,13, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4314,70749340743",3
2022_09007121_01,1,24,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4877,30678974785",3
2022_09007121_02,2,46,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3312,27765561847",3
2022_09007121_03,1,49,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3564,25010827193",3
2022_09007121_04,2,22, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5128,32069422596",3
2022_09007121_05,1,21, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4877,30678974785",3
2022_09007121_06,1,20, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4877,30678974785",3
2022_09007122_01,2,63,17,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3312,27765561847",3
2022_09007122_02,2,39,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5128,32069422596",3
2022_09007122_03,1,35, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4877,30678974785",3
2022_09007122_04,2,30, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5128,32069422596",3
2022_09007122_05,1,28, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4877,30678974785",3
2022_09007122_06,2,23, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5128,32069422596",3
2022_09007122_07,2,4,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4951,88188087221",3
2022_09007123_01,2,51,53,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3312,27765561847",3
2022_09007123_02,1,32,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4877,30678974785",3
2022_09007123_03,2,13, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4906,71759200496",3
2022_09007123_04,1,10, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4314,70749340743",3
2022_09007123_05,2,8, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4813,04626488994",3
2022_09007124_01,1,54,44,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3564,25010827193",3
2022_09007124_02,2,52,52,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3312,27765561847",3
2022_09007124_03,1,30, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4877,30678974785",3
2022_09007125_01,2,39, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5128,32069422596",3
2022_09007125_02,1,18,30,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4314,70749340743",3
2022_09007125_03,1,15, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4314,70749340743",3
2022_09007125_04,2,11, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4906,71759200496",3
2022_09007125_05,2,9, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"4813,04626488994",3
2022_09007126_01,1,90,2,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3807,44848557987",3
2022_09007126_02,2,57,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3538,28327435163",3
2022_09007126_03,2,52, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3538,28327435163",3
2022_09007127_01,2,48,54,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3538,28327435163",3
2022_09007127_02,1,48,48,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"3807,44848557987",3
2022_09007127_03,1,21, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5210,09855824547",3
2022_09007127_04,2,15, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5241,5161386935",3
2022_09007128_01,1,30,1,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5210,09855824547",3
2022_09007128_02,2,28, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5478,23981697662",3
2022_09007128_03,1,9, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5390,17579437458",3
2022_09007128_04,1,5, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5390,17579437458",3
2022_09007128_05,2,4, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5289,76210854023",3
2022_09007129_01,1,44, ,9,09 CIUDAD DE MÉXICO,7,007 IZTAPALAPA,"5210,09855824547",3
